image,source_class,mapped_class,image_type,evaluation_eligibility,exclusion_reason
Healthy Leaf00146.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00146.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00147.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00147.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00148.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00148.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00149.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00149.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00150.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00150.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00151.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00151.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00152.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00152.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00153.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00153.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00154.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00154.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00155.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00155.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00156.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00156.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00157.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00157.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00158.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00158.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00159.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00159.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00160.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00160.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00161.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00161.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00162.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00162.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00163.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00163.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00164.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00164.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00165.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00165.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00166.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00166.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00167.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00167.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00168.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00168.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00169.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00169.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00170.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00170.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00171.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00171.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00172.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00172.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00173.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00173.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00174.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00174.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00175.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00175.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00176.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00176.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00177.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00177.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00178.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00178.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00179.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00179.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00180.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00180.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00181.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00181.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00182.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00182.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00183.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00183.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00184.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00184.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00185.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00185.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00186.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00186.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00187.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00187.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00188.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00188.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00189.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00189.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00190.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00190.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00191.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00191.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00192.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00192.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00193.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00193.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00194.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00194.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00195.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00195.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00196.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00196.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00197.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Healthy Leaf00197.JPG,Healthy Leaf,Healthy,whole_plant_field,ELIGIBLE,None
Leaf Blotch00001.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00001.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00002.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00002.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00003.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00003.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00004.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00004.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00005.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00005.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00006.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00006.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00007.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00007.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00008.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00008.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00009.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00009.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00010.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00010.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00011.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00011.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00012.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00012.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00013.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00013.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00014.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00014.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00015.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00015.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00016.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00016.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00017.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00017.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00018.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00018.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00019.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00019.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00020.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00020.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00021.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00021.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00022.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00022.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00023.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00023.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00024.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00024.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00025.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00025.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00026.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00026.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00027.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00027.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00028.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00028.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00029.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00029.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00030.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00030.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00031.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00031.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00032.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00032.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00033.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00033.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00034.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00034.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00035.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00035.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00036.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00036.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00037.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00037.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00038.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00038.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00039.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00039.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00040.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00040.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00041.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00041.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00042.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00042.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00043.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00043.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00044.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00044.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00045.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00045.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00046.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00046.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00047.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00047.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00048.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00048.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00049.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00049.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00050.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00050.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00051.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00051.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00052.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00052.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00053.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00053.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00054.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00054.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00055.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00055.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00056.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00056.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00057.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00057.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00058.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00058.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00059.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00059.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00060.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00060.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00061.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00061.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00062.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00062.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00063.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00063.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00064.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00064.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00065.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00065.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00066.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00066.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00067.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00067.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00068.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00068.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00069.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00069.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00070.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00070.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00071.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00071.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00072.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00072.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00073.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00073.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00074.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00074.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00075.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00075.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00076.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00076.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00077.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00077.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00078.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00078.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00079.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00079.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00080.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00080.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00081.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00081.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00082.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00082.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00083.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00083.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00084.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00084.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00085.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00085.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00086.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00086.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00087.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00087.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00088.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00088.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00089.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00089.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00090.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00090.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00091.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00091.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00092.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00092.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00093.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
Leaf Blotch00093.JPG,Leaf Blotch,Blotch,whole_plant_field,ELIGIBLE,None
